NumBonPese,DesignationArticle,DateBR,CodeFournisseur,NomBateau,QteRecue,QteFacturée,Qualite,Moule,PU,MontantAchat
BP056937,MAQUEREAU,2019-03-16,FM555,BAT041,5788.56,0.0,B,2S,2.441057,23733.09461
BP056937,MAQUEREAU,2019-03-16,FS500,BAT025,4212.37,0.0,B,3S,1.776372,10109.68817
BP057024,SARDINE,2019-03-18,FO001,BAT024,5743.17,5636.37,A,nan,0.3279188,16631.35352
BP057024,SARDINE,2019-03-18,FO001,BAT024,2050.56,2050.56,B,nan,0.1170812,5938.112158
BP057025,SARDINE,2019-03-18,FO001,BAT024,6402.66,6370.62,A,nan,0.5562003,18541.13707
BP057025,SARDINE,2019-03-18,FO001,BAT024,768.96,768.96,B,nan,0.06679971,2226.791951
BP057026,SARDINE,2019-03-18,FO001,BAT019,3557.33,3302.79,A,nan,0.2016398,10301.49013
BP057026,SARDINE,2019-03-18,FO001,BAT019,4293.36,4293.36,B,nan,0.2433602,12432.92192
BP057013,SARDINE,2019-03-18,FM555,BAT041,2285.52,14284.79,B,nan,0.9402853,6856.56
BP057013,MAQUEREAU,2019-03-18,FM555,BAT041,0.0,137.3537,A,M,0.0,0.0
BP057013,MAQUEREAU,2019-03-18,FM555,BAT041,0.0,576.8891,A,S,0.0,0.0
BP057013,MAQUEREAU,2019-03-18,FM555,BAT041,0.0,824.1222,A,2S,0.0,0.0
BP057013,MAQUEREAU,2019-03-18,FM555,BAT041,0.0,1353.752,A,3S,0.0,0.0
BP057013,MAQUEREAU,2019-03-18,FM555,BAT041,0.0,267.0,A,3S,0.0,0.0
BP057013,SARDINE,2019-03-18,FM555,BAT041,10704.03,0.0,A,nan,4.403743,32112.09
BP057013,MAQUEREAU,2019-03-18,FM555,BAT041,1041.3,0.0,B,2S,0.428401,4269.33
BP057013,MAQUEREAU,2019-03-18,FM555,BAT041,93.45,0.0,B,M,0.03844624,551.355
BP057013,MAQUEREAU,2019-03-18,FM555,BAT041,2100.4,0.0,B,3S,0.8641251,5881.12
BP057155,SARDINE,2019-03-21,FM500,BAT025,13125.72,17319.4,B,nan,4.891573,40033.44461
BP057155,MAQUEREAU,2019-03-21,FM500,BAT025,0.0,68.53,A,S,0.0,0.0
BP057155,MAQUEREAU,2019-03-21,FM500,BAT025,0.0,266.11,A,2S,0.0,0.0
BP057155,MAQUEREAU,2019-03-21,FM500,BAT025,0.0,348.5151,A,3S,0.0,0.0
BP057155,SARDINE,2019-03-21,FM500,BAT025,4005.0,0.0,A,nan,1.492547,12215.25
BP057155,MAQUEREAU,2019-03-21,FM500,BAT025,35.6,0.0,B,3S,13.26708,101.46
BP057155,MAQUEREAU,2019-03-21,FM500,BAT025,496.62,0.0,B,2S,0.1850758,2060.972957
BP057155,MAQUEREAU,2019-03-21,FM500,BAT025,248.31,0.0,B,M,0.09253789,1477.444435
BP057157,SARDINE,2019-03-21,FM500,BAT025,6934.88,6775.57,B,nan,3.432354,21151.38365
BP057157,MAQUEREAU,2019-03-21,FM500,BAT025,0.0,32.93,A,M,0.0,0.0
BP057157,MAQUEREAU,2019-03-21,FM500,BAT025,0.0,108.58,A,S,0.0,0.0
BP057157,MAQUEREAU,2019-03-21,FM500,BAT025,0.0,393.38,A,2S,0.0,0.0
BP057157,MAQUEREAU,2019-03-21,FM500,BAT025,1157.0,557.14,A,3S,0.5726463,3297.449783
BP057252,SARDINE,2019-03-24,FM500,BAT025,13770.97,17318.51,A,nan,5.228159,48886.94211
BP057252,MAQUEREAU,2019-03-24,FM500,BAT025,123.71,113.564,A,M,0.04696659,736.0744891
BP057252,MAQUEREAU,2019-03-24,FM500,BAT025,0.0,340.692,A,S,0.0,0.0
BP057252,MAQUEREAU,2019-03-24,FM500,BAT025,0.0,454.256,A,2S,0.0,0.0
BP057252,MAQUEREAU,2019-03-24,FM500,BAT025,0.0,511.0424,A,3S,0.0,0.0
BP057252,MAQUEREAU,2019-03-24,FM500,BAT025,284.8,0.0,B,2S,0.1081245,1181.92
BP057252,MAQUEREAU,2019-03-24,FM500,BAT025,527.77,0.0,B,3S,0.2003683,1504.144435
BP057252,SARDINE,2019-03-24,FM500,BAT025,2874.7,0.0,B,nan,1.091382,10205.185
BP057277,SARDINE,2019-03-24,FM555,BAT041,15407.68,18807.48,A,nan,5.773262,53926.88
BP057277,SARDINE,2019-03-24,FM555,BAT041,2406.56,0.0,B,nan,0.9017386,8422.96
BP057294,SARDINE,2019-03-24,FS500,BAT025,6443.6,5192.26,B,nan,2.469948,17397.72
BP057294,MAQUEREAU,2019-03-24,FS500,BAT025,0.0,798.33,A,3S,0.0,0.0
BP057294,SARDINE,2019-03-24,FS500,BAT025,10626.6,12115.57,A,nan,4.073367,31879.8
BP057294,MAQUEREAU,2019-03-24,FS500,BAT025,17.8,0.0,B,3S,6.823061,42.72
BP057294,MAQUEREAU,2019-03-24,FS500,BAT025,325.74,0.0,B,2S,0.124862,944.6460217
BP057318,SARDINE,2019-03-24,FO001,BAT007,15635.52,15215.44,A,nan,1.301875,45278.10336
BP057318,SARDINE,2019-03-24,FO001,BAT007,397.83,397.83,B,nan,0.0331249,1152.055568
BP057327,SARDINE,2019-03-25,FM500,BAT025,12132.48,19010.4,A,nan,4.541732,43070.30191
BP057327,MAQUEREAU,2019-03-25,FM500,BAT025,0.0,111.25,A,S,0.0,0.0
BP057327,MAQUEREAU,2019-03-25,FM500,BAT025,279.46,307.05,A,2S,0.1046144,1159.758978
BP057327,MAQUEREAU,2019-03-25,FM500,BAT025,267.0,268.78,A,3S,0.09995009,760.95
BP057327,MAQUEREAU,2019-03-25,FM500,BAT025,0.0,60.52,A,4S,0.0,0.0
BP057327,SARDINE,2019-03-25,FM500,BAT025,5074.78,0.0,B,nan,1.899718,18015.46865
BP057327,MAQUEREAU,2019-03-25,FM500,BAT025,77.43,0.0,A,M,0.02898552,460.7084674
BP057408,SARDINE,2019-03-25,FO001,BAT007,5923.84,5911.38,B,nan,0.4450001,17154.54662
BP057342,SARDINE,2019-03-26,FO001,BAT024,4166.98,4083.32,A,nan,0.3815916,12066.94506
BP057342,SARDINE,2019-03-26,FO001,BAT024,692.42,692.42,B,nan,0.06340843,2005.143708
BP057340,SARDINE,2019-03-26,FS500,BAT025,17180.56,16199.78,A,nan,6.417042,51541.68
BP057340,SARDINE,2019-03-26,FS500,BAT025,690.64,2636.18,B,nan,0.2579582,1864.727957
BP057357,SARDINE,2019-03-26,FS500,BAT025,13506.64,13102.58,A,nan,4.983264,40519.92
BP057357,SARDINE,2019-03-26,FS500,BAT025,1929.52,2597.91,B,nan,0.711895,5209.704087
BP057357,MAQUEREAU,2019-03-26,FS500,BAT025,92.56,167.32,B,2S,0.03414994,268.4240054
BP057357,MAQUEREAU,2019-03-26,FS500,BAT025,2509.8,1323.43,A,3S,0.9259889,6023.520435
BP057357,MAQUEREAU,2019-03-26,FS500,BAT025,0.0,185.12,A,4S,0.0,0.0
BP057357,MAQUEREAU,2019-03-26,FS500,BAT025,53.4,0.0,B,3S,19.70189,128.16
BP057371,SARDINE,2019-03-26,FS500,BAT025,2240.13,1466.72,B,nan,1.146563,6048.350913
BP057371,MAQUEREAU,2019-03-26,FS500,BAT025,0.0,713.78,A,2S,0.0,0.0
BP057371,MAQUEREAU,2019-03-26,FS500,BAT025,0.0,1269.14,A,3S,0.0,0.0
BP057371,SARDINE,2019-03-26,FS500,BAT025,5584.75,5201.16,A,nan,2.858437,16754.25
BP057405,LATCHA,2019-03-26,FL044,BAT019,11463.2,11214.0,A,nan,0.0,42413.84
BP057406,LATCHA,2019-03-26,FL044,BAT019,11303.0,11231.8,A,nan,0.0,41821.1
BP057412,LATCHA,2019-03-26,FL044,BAT019,6108.96,6011.06,A,nan,0.0,22603.1527
BP057412,LATCHA,2019-03-27,FL044,BAT019,4615.54,4615.54,A,nan,0.0,17077.49904
BP057410,LATCHA,2019-03-27,FL044,BAT019,10840.2,10733.4,A,nan,0.0,40108.74
BP057399,SARDINE,2019-03-27,FS500,BAT025,13929.39,6335.02,B,nan,5.787835,37609.3523
BP057399,MAQUEREAU,2019-03-27,FS500,BAT025,2011.4,1909.94,B,3S,0.8357618,4827.36
BP057399,MAQUEREAU,2019-03-27,FS500,BAT025,108.58,0.0,B,2S,0.04511635,314.8820163
BP057399,MAQUEREAU,2019-03-27,FS500,BAT025,15.13,0.0,B,M,6.286704,71.11099457
BP057404,LATCHA,2019-03-27,FS500,BAT019,17639.8,17016.8,A,nan,6.466203,63503.28
BP057404,LATCHA,2019-03-27,FS500,BAT019,569.6,0.0,B,nan,0.2087977,2050.56
BP057543,SARDINE,2019-03-27,FB032,BAT019,5102.37,5073.0,A,nan,0.0,17348.05904
BP057543,SARDINE,2019-03-27,FB032,BAT019,1716.81,1691.0,B,nan,0.0,5837.154087
BP057543,SARDINE,2019-03-28,FB032,BAT019,2937.0,2705.6,B,nan,0.0,9985.8
BP057475,SARDINE,2019-03-27,FS500,BAT025,12359.43,16591.38,A,nan,4.628307,37078.29
BP057475,SARDINE,2019-03-27,FS500,BAT025,5465.49,2262.38,B,nan,2.046694,14756.82404
BP057486,SARDINE,2019-03-28,FM555,BAT041,15181.62,15962.15,B,nan,5.663939,45544.86
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,0.0,84.55,A,M,0.0,0.0
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,0.0,847.28,A,S,0.0,0.0
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,0.0,1044.86,A,2S,0.0,0.0
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,0.0,847.28,A,3S,0.0,0.0
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,0.0,480.6,A,3S,0.0,0.0
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,0.0,259.6931,A,4S,0.0,0.0
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,2136.0,0.0,B,3S,0.796896,5980.8
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,154.86,0.0,B,2S,0.05777496,634.9259674
BP057486,MAQUEREAU,2019-03-28,FM555,BAT041,419.19,0.0,B,M,0.1563908,2473.22113
BP057522,SARDINE,2019-03-28,FM500,BAT025,16295.9,17371.91,B,nan,6.110352,49702.495
BP057522,MAQUEREAU,2019-03-28,FM500,BAT025,0.0,201.051,A,S,0.0,0.0
BP057522,MAQUEREAU,2019-03-28,FM500,BAT025,0.0,267.89,A,2S,0.0,0.0
BP057522,MAQUEREAU,2019-03-28,FM500,BAT025,0.0,763.62,A,3S,0.0,0.0
BP057522,MAQUEREAU,2019-03-28,FM500,BAT025,0.0,106.84,A,4S,0.0,0.0
BP057522,MAQUEREAU,2019-03-28,FM500,BAT025,900.68,0.0,B,2S,0.3377213,3737.822261
BP057522,MAQUEREAU,2019-03-28,FM500,BAT025,605.2,0.0,B,3S,0.2269273,1724.819891
BP057562,SARDINE,2019-03-28,FS500,BAT025,9761.52,15630.18,A,nan,3.706156,29284.56
BP057562,SARDINE,2019-03-28,FS500,BAT025,7819.54,2970.82,B,nan,2.968844,21112.75904
BP057576,SARDINE,2019-03-29,FS500,BAT025,10652.41,7084.4,B,nan,4.149212,28761.5077
BP057576,MAQUEREAU,2019-03-29,FS500,BAT025,0.0,69.42,A,2S,0.0,0.0
BP057576,MAQUEREAU,2019-03-29,FS500,BAT025,836.6,578.5,A,3S,0.3258634,2007.84
BP057576,MAQUEREAU,2019-03-29,FS500,BAT025,0.0,49.84,A,4S,0.0,0.0
BP057576,SARDINE,2019-03-29,FS500,BAT025,5647.94,10594.56,A,nan,2.199925,16943.82
BP057651,SARDINE,2019-03-29,FM555,BAT041,4115.36,16649.23,A,nan,1.609742,14403.76
BP057651,MAQUEREAU,2019-03-29,FM555,BAT041,0.0,368.46,A,2S,0.0,0.0
BP057651,MAQUEREAU,2019-03-29,FM555,BAT041,178.0,928.27,B,3S,0.06962553,498.4
BP057651,MAQUEREAU,2019-03-29,FM555,BAT041,0.0,70.3456,A,4S,0.0,0.0
BP057651,MAQUEREAU,2019-03-29,FM555,BAT041,15.13,0.0,B,M,5.91817,89.26700272
BP057651,SARDINE,2019-03-29,FM555,BAT041,12756.37,0.0,B,nan,4.989714,44647.295
BP057708,SARDINE,2019-03-29,FL044,BAT019,2665.55,2830.2,A,nan,0.0,8796.315
BP057708,SARDINE,2019-03-29,FL044,BAT019,40.94,35.6,B,nan,0.0,135.1020027
BP057708,MAQUEREAU,2019-03-29,FL044,BAT019,35.6,35.6,B,3S,0.0,117.48
BP057708,MAQUEREAU,2019-03-29,FL044,BAT019,15.13,17.8,B,2S,0.0,49.92899864
BP057720,SARDINE,2019-03-30,FO001,BAT007,18160.45,18132.86,A,nan,1.232833,52589.91922
BP057720,SARDINE,2019-03-30,FO001,BAT007,1504.99,1504.99,B,nan,0.1021672,4358.223965
BP057718,SARDINE,2019-03-30,FS500,BAT025,7249.05,4410.84,B,nan,2.699631,19572.435
BP057718,SARDINE,2019-03-30,FS500,BAT025,9689.43,9295.16,A,nan,3.608458,29068.29
BP057718,MAQUEREAU,2019-03-30,FS500,BAT025,907.8,1355.47,B,3S,0.3380754,2178.72
BP057718,MAQUEREAU,2019-03-30,FS500,BAT025,0.0,339.09,A,4S,0.0,0.0
BP057718,MAQUEREAU,2019-03-30,FS500,BAT025,46.28,0.0,B,2S,17.23521,134.2120027
BP057718,MAQUEREAU,2019-03-30,FS500,BAT025,31.15,0.0,B,M,11.60063,146.405
BP057806,SARDINE,2019-04-01,FS500,BAT019,3673.92,3552.88,A,nan,0.0,12491.32817
BP057806,SARDINE,2019-04-01,FS500,BAT019,3481.68,3524.4,B,nan,0.0,11837.7127
BP057782,SARDINE,2019-04-01,FM500,BAT025,9747.28,15973.72,A,nan,3.770222,34602.84191
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,0.0,201.14,A,S,0.0,0.0
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,0.0,469.5551,A,2S,0.0,0.0
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,0.0,535.78,A,3S,0.0,0.0
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,0.0,66.75,A,3S,0.0,0.0
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,0.0,328.41,A,3S,0.0,0.0
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,0.0,103.24,A,4S,0.0,0.0
BP057782,SARDINE,2019-04-01,FM500,BAT025,6023.52,0.0,B,nan,2.329881,21383.49635
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,236.74,0.0,B,M,0.0915704,1408.602957
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,217.16,0.0,B,2S,0.08399691,901.2140326
BP057782,MAQUEREAU,2019-04-01,FM500,BAT025,1032.4,0.0,B,3S,0.3993295,2942.34
BP057835,SARDINE,2019-04-01,FO001,BAT007,277.68,277.68,A,nan,15.38905,804.1196716
BP057835,SARDINE,2019-04-01,FO001,BAT007,7751.9,7298.89,B,nan,0.429611,22448.34137
BP057836,SARDINE,2019-04-01,FO001,BAT007,2990.4,2809.73,A,nan,0.2054693,8659.75041
BP057836,SARDINE,2019-04-01,FO001,BAT007,3486.13,3486.13,B,nan,0.2395307,10095.30998
BP057869,SARDINE,2019-04-02,FS500,BAT019,2556.97,2420.8,A,nan,0.0,8949.395
BP057871,SARDINE,2019-04-02,FO001,BAT007,7012.31,6620.71,A,nan,0.3885367,20306.59982
BP057871,SARDINE,2019-04-02,FO001,BAT007,742.26,747.6,B,nan,0.041127,2149.473853
BP057882,SARDINE,2019-04-02,FO001,BAT007,6648.3,6278.95,A,nan,0.3656356,19252.48
BP057882,SARDINE,2019-04-02,FO001,BAT007,4679.62,4419.74,B,nan,0.2573644,13551.4781
BP057869,DECHET ENTIER,2019-04-02,FS500,BAT019,445.0,427.2,nan,nan,0.0,1557.5
BP057871,DECHET ENTIER,2019-04-02,FO001,BAT007,276.79,284.8,nan,nan,15.33632,801.5423981
BP057903,SARDINE,2019-04-02,FO001,BAT029,1068.0,952.3,A,nan,0.08398867,3092.768035
BP057903,SARDINE,2019-04-02,FO001,BAT029,4145.62,4111.8,B,nan,0.326016,12005.0944
BP057903,DECHET ENTIER,2019-04-02,FO001,BAT029,445.0,445.0,nan,nan,0.03499528,1288.653293
BP057893,SARDINE,2019-04-03,FS500,BAT025,3790.51,3660.57,B,nan,1.791018,10234.37683
BP057893,MAQUEREAU,2019-04-03,FS500,BAT025,0.0,4593.29,A,3S,0.0,0.0
BP057893,MAQUEREAU,2019-04-03,FS500,BAT025,0.0,1008.37,A,4S,0.0,0.0
BP057893,SARDINE,2019-04-03,FS500,BAT025,5121.06,5971.9,A,nan,2.419703,15363.18
BP057893,MAQUEREAU,2019-04-03,FS500,BAT025,574.94,0.0,B,2S,0.2716594,1667.326022
BP057893,MAQUEREAU,2019-04-03,FS500,BAT025,30.26,0.0,B,M,14.29786,142.2219891
BP057893,MAQUEREAU,2019-04-03,FS500,BAT025,4610.2,0.0,B,3S,2.178322,11064.48087
BP057942,SARDINE,2019-04-03,FS500,BAT019,4998.24,5042.74,A,nan,0.0,17993.66365
BP057942,SARDINE,2019-04-03,FS500,BAT019,11555.76,11552.2,B,nan,0.0,41600.73461
BP057942,DECHET ENTIER,2019-04-03,FS500,BAT019,445.0,445.0,nan,nan,0.0,1602.0
BP057961,SARDINE,2019-04-03,FO001,BAT007,6734.63,6970.48,A,nan,0.4174185,19502.47961
BP057961,DECHET ENTIER,2019-04-03,FO001,BAT007,445.0,0.0,nan,nan,0.02758151,1288.653293
BP057975,SARDINE,2019-04-04,FO001,BAT029,5963.0,5786.78,B,nan,0.4002014,17267.95383
BP057975,DECHET ENTIER,2019-04-04,FO001,BAT029,667.5,647.92,nan,nan,0.04479866,1932.980049
BP057985,SARDINE,2019-04-04,FO001,BAT029,512.64,469.03,A,nan,0.03194417,1484.528691
BP057985,SARDINE,2019-04-04,FO001,BAT029,6050.22,5945.2,B,nan,0.3770078,17520.53131
BP057985,DECHET ENTIER,2019-04-04,FO001,BAT029,578.5,587.4,nan,nan,0.03604811,1675.249325
BP057936,SARDINE,2019-04-04,FS500,BAT025,2858.68,4117.14,B,nan,1.255422,7718.436348
BP057936,SARDINE,2019-04-04,FS500,BAT025,12340.74,11972.28,A,nan,5.419578,37022.22
BP057991,SARDINE,2019-04-04,FO001,BAT029,4663.6,4503.4,B,nan,0.4134398,13505.08685
BP057991,DECHET ENTIER,2019-04-04,FO001,BAT029,356.0,343.54,nan,nan,0.03156029,1030.922678
BP058038,SARDINE,2019-04-04,FO001,BAT007,6702.59,6566.42,A,nan,0.3486937,19409.69711
BP058038,SARDINE,2019-04-04,FO001,BAT007,1851.2,1812.93,B,nan,0.09630632,5360.797666
BP058041,SARDINE,2019-04-04,FO001,BAT007,4417.96,4403.72,A,nan,0.3603556,12793.75
BP058041,SARDINE,2019-04-04,FO001,BAT007,1037.74,1034.18,B,nan,0.08464438,3005.139539
BP058077,SARDINE,2019-04-05,FO001,BAT007,7597.04,7492.02,A,nan,0.4222454,21999.88914
BP058077,SARDINE,2019-04-05,FO001,BAT007,409.4,404.06,B,nan,0.02275456,1185.561047
BP058085,SARDINE,2019-04-05,FO001,BAT007,5975.46,5780.55,A,nan,0.4271237,17304.03707
BP058085,SARDINE,2019-04-05,FO001,BAT007,214.49,207.37,B,nan,15.33166,621.1309131
BP058085,MAQUEREAU,2019-04-05,FO001,BAT007,35.6,34.71,A,3S,2.544675,103.0922665
BP058127,SARDINE,2019-04-07,FS500,BAT025,2219.66,4755.27,B,nan,0.8745706,5993.082261
BP058127,SARDINE,2019-04-07,FS500,BAT025,14721.49,12229.49,A,nan,5.800429,44164.47
BP058165,SARDINE,2019-04-07,FO001,BAT029,8513.74,8406.05,A,nan,0.5152705,24654.51578
BP058165,SARDINE,2019-04-07,FO001,BAT029,1780.0,1757.75,B,nan,0.1077296,5154.613174
BP058189,SARDINE,2019-04-07,FO001,BAT007,3619.63,3616.07,A,nan,0.3682978,10481.90634
BP058189,SARDINE,2019-04-07,FO001,BAT007,753.83,752.94,B,nan,0.07670228,2182.978789
BP058193,SARDINE,2019-04-07,FS500,BAT019,2662.88,2652.2,A,nan,0.0,9320.08
BP058193,SARDINE,2019-04-07,FS500,BAT019,811.68,818.8,B,nan,0.0,2840.88
BP058277,SARDINE,2019-04-09,FS500,BAT019,3303.68,3346.4,A,nan,0.0,11562.88
BP058226,SARDINE,2019-04-09,FH500,BAT026,2370.96,4122.48,B,nan,0.9114404,7349.975479
BP058226,SARDINE,2019-04-09,FM500,BAT025,401.39,3173.74,B,nan,0.1543017,1224.239435
BP058226,MAQUEREAU,2019-04-09,FM500,BAT025,3944.48,3501.26,A,M,1.51633,23469.65461
BP058226,MAQUEREAU,2019-04-09,FM500,BAT025,0.0,500.18,A,S,0.0,0.0
BP058226,MAQUEREAU,2019-04-09,FM500,BAT025,0.0,599.86,A,2S,0.0,0.0
BP058226,MAQUEREAU,2019-04-09,FM500,BAT025,0.0,400.5,A,3S,0.0,0.0
BP058226,MAQUEREAU,2019-04-09,FS500,BAT025,0.0,342.65,A,3S,0.0,0.0
BP058226,MAQUEREAU,2019-04-09,FS500,BAT025,0.0,38.715,A,4S,0.0,0.0
BP058226,SARDINE,2019-04-09,FM555,BAT041,2524.04,1416.88,A,nan,0.9702871,8834.14
BP058226,MAQUEREAU,2019-04-09,FM555,BAT041,1509.44,1071.56,A,M,0.5802563,8905.696348
BP058226,MAQUEREAU,2019-04-09,FM555,BAT041,0.0,566.93,A,S,0.0,0.0
BP058226,MAQUEREAU,2019-04-09,FM555,BAT041,0.0,630.12,A,2S,0.0,0.0
BP058226,MAQUEREAU,2019-04-09,FM555,BAT041,0.0,881.99,A,3S,0.0,0.0
BP058226,SARDINE,2019-04-09,FH500,BAT026,1780.0,0.0,A,nan,0.6842645,5518.0
BP058226,SARDINE,2019-04-09,FM500,BAT025,2793.71,0.0,A,nan,1.073953,8520.815674
BP058226,MAQUEREAU,2019-04-09,FM555,BAT041,496.62,0.0,B,2S,0.1909098,2036.142043
BP058226,MAQUEREAU,2019-04-09,FM555,BAT041,156.64,0.0,B,3S,0.06021527,438.5919891
BP058226,MAQUEREAU,2019-04-09,FM555,BAT041,1009.26,0.0,B,M,0.387978,2926.854087
BP058226,MAQUEREAU,2019-04-09,FS500,BAT025,377.36,0.0,B,3S,0.1450641,905.6640326
BP058490,SARDINE,2019-04-15,FO001,BAT007,7431.5,7076.39,A,nan,0.4356096,21520.51115
BP058490,SARDINE,2019-04-15,FO001,BAT007,160.2,152.19,B,nan,9.390387,463.9152161
BP058495,MAQUEREAU,2019-04-15,FS500,BAT025,325.74,1950.88,B,2S,0.1233926,944.6460217
BP058495,MAQUEREAU,2019-04-15,FS500,BAT025,8027.8,7801.74,A,3S,3.040987,19266.72
BP058495,SARDINE,2019-04-15,FS500,BAT025,4421.52,2053.23,B,nan,1.674903,11938.10452
BP058495,MAQUEREAU,2019-04-15,FS500,BAT025,0.0,315.95,A,S,0.0,0.0
BP058495,MAQUEREAU,2019-04-15,FS500,BAT025,2843.55,884.66,A,2S,1.077157,8246.295
BP058495,MAQUEREAU,2019-04-15,FS500,BAT025,1335.0,1958.89,B,3S,0.5057074,3204.000217
BP058495,MAQUEREAU,2019-04-15,FS500,BAT025,667.5,0.0,B,M,0.2528537,3137.249783
BP058492,SARDINE,2019-04-15,FS500,BAT012,3032.23,3186.2,A,nan,0.0,10612.805
BP058509,SARDINE,2019-04-15,FO001,BAT024,3234.26,3020.66,A,nan,0.4450001,9365.932383
BP058575,SARDINE,2019-04-16,FO001,BAT024,9134.96,8966.75,A,nan,0.623,26453.47521
BP058654,SARDINE,2019-04-18,FO001,BAT024,4999.13,4953.74,A,nan,0.3597014,14476.73131
BP058654,SARDINE,2019-04-18,FO001,BAT024,642.58,637.24,B,nan,0.04623543,1860.815303
BP058654,DECHET ENTIER,2019-04-18,FO001,BAT024,542.9,537.56,nan,nan,0.03906317,1572.157079
BP058659,SARDINE,2019-04-18,FO001,BAT024,5941.64,5875.78,A,nan,0.504751,17206.09883
BP058659,SARDINE,2019-04-18,FO001,BAT024,849.06,840.16,B,nan,0.07212888,2458.750591
BP058659,DECHET ENTIER,2019-04-18,FO001,BAT024,542.9,536.67,nan,nan,0.04612014,1572.157079
BP058663,SARDINE,2019-04-18,FS500,BAT019,4539.0,4556.8,A,nan,0.0,15886.5
BP058669,SARDINE,2019-04-18,FO001,BAT007,6509.46,6474.75,A,nan,0.4107433,18850.42076
BP058669,DECHET ENTIER,2019-04-18,FO001,BAT007,542.9,540.23,nan,nan,0.03425669,1572.157079
BP058639,SARDINE,2019-04-18,FS500,BAT025,7338.05,7063.04,B,nan,2.747922,19812.735
BP058639,MAQUEREAU,2019-04-18,FS500,BAT025,154.86,58.74,B,2S,0.05799132,449.0940054
BP058639,MAQUEREAU,2019-04-18,FS500,BAT025,71.2,175.33,B,3S,0.02666267,170.88
BP058639,SARDINE,2019-04-18,FS500,BAT025,10260.81,10595.45,A,nan,3.842425,30782.43
BP058673,SARDINE,2019-04-18,FO001,BAT007,5919.39,5820.6,A,nan,0.4076153,17141.66596
BP058673,DECHET ENTIER,2019-04-18,FO001,BAT007,542.9,534.0,nan,nan,0.03738466,1572.157079
BP058732,SARDINE,2019-04-18,FS500,BAT019,3738.89,3773.6,A,nan,0.0,13086.115
BP058732,SARDINE,2019-04-18,FS500,BAT019,61.41,53.4,B,nan,0.0,214.935
BP058741,SARDINE,2019-04-18,FO001,BAT024,1974.91,1840.52,A,nan,0.2286658,5719.043525
BP058741,SARDINE,2019-04-18,FO001,BAT024,331.08,308.83,B,nan,0.03833424,958.7580408
BP058756,SARDINE,2019-04-19,FS500,BAT025,2523.15,3225.36,B,nan,0.9392776,6812.505
BP058756,SARDINE,2019-04-19,FS500,BAT025,14749.97,6173.04,A,nan,5.490881,44249.91
BP058756,MAQUEREAU,2019-04-19,FS500,BAT025,248.31,95.23,B,2S,0.09243684,720.0990326
BP058756,MAQUEREAU,2019-04-19,FS500,BAT025,409.4,511.75,B,3S,0.1524048,982.56
BP058756,MAQUEREAU,2019-04-19,FS500,BAT025,0.0,32.93,A,4S,0.0,0.0
BP058756,SARDINE,2019-04-19,FS500,BAT025,0.0,2168.04,B,nan,0.0,0.0
BP058756,SARDINE,2019-04-19,FS500,BAT025,0.0,4839.82,A,nan,0.0,0.0
BP058756,MAQUEREAU,2019-04-19,FS500,BAT025,0.0,177.11,A,3S,0.0,0.0
BP058747,SARDINE,2019-04-19,FS500,BAT025,4416.18,4375.24,B,nan,1.657476,11923.68635
BP058747,SARDINE,2019-04-19,FS500,BAT025,13368.69,13125.72,A,nan,5.017524,40106.07
BP057965,SARDINE,2019-04-03,FO001,BAT007,1831.62,1790.68,A,nan,0.1465296,5304.097104
BP057965,SARDINE,2019-04-03,FO001,BAT007,1505.88,1472.06,B,nan,0.1204704,4360.802705
BP057965,DECHET ENTIER,2019-04-03,FO001,BAT007,445.0,435.21,nan,nan,0.0356,1288.653293
BP057965,SARDINE,2019-04-04,FO001,BAT007,1780.0,1668.75,B,nan,0.1424,5154.613174
BP058877,SARDINE,2019-04-22,FS500,BAT025,2700.26,7454.64,B,nan,1.033263,7290.702261
BP058877,SARDINE,2019-04-22,FS500,BAT025,14241.78,9111.82,A,nan,5.449661,42725.34
BP058877,MAQUEREAU,2019-04-22,FS500,BAT025,409.4,567.82,B,3S,0.1566582,982.56
BP058877,MAQUEREAU,2019-04-22,FS500,BAT025,92.56,0.0,B,2S,0.03541837,268.4240054
BP058917,SARDINE,2019-04-22,FS500,BAT019,6554.85,6408.0,B,nan,0.0,22941.975
BP058917,DECHET ENTIER,2019-04-22,FS500,BAT019,2976.16,2972.6,nan,nan,0.0,5357.087739
